user_id,user_name,business_id,business_name,stars,date,text,useful,funny,cool
u0LXt3Uea_GidxRW1xcsfg,Felecia,z8oIoCT1cXz7gZP5GeU5OA,"""Phoenix Pharmacy""",4,01-05-2013,"This is currently my parents new favourite restaurant. 

We come here in the morning for dim sum. They are not the cart pushing type of dim sum, it is order off of the sheet. Dim sum is not bad and not expensive either.

We also frequent the dinner scene. Their set dinner menu is not bad. We typically order a 6 dish menu and it's big enough to feed a family of 9 with leftovers. 

Overall, food is pretty tasty!",1,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,XWTPNfskXoUL-Lf32wSk0Q,"""Phoenix Pharmacy""",3,28-09-2011,"Server was a little rude.

Ordered the calamari, duck confit poutine and the trout fish with miso soba - all very tasty. Definitely not your typical diner.",5,0,1
u0LXt3Uea_GidxRW1xcsfg,Felecia,RtUvSWO_UZ8V3Wpj0n077w,"""Impact Auto Glass & Tint""",3,03-12-2012,"Wanted to check out this place due to all the hype I had heard. My friend wanted to come here for her birthday. We had a group of seven and based on the way the seating works (as it is communal), we wind up sharing with another group of five. 

Food was ok - not sure what the hype was. Almost 75% of the dishes had some sort of cheese in it.

This place is very loud so not ideal for catching up\/talking. Not a great place to go if you have any gluten or vegan restrictions.

Interesting concept. Would definitely recommend to try this place once - but definitely not worth the 30- 45 mins wait.",2,1,1
u0LXt3Uea_GidxRW1xcsfg,Felecia,Aov96CM4FZAXeZvKtsStdA,"""Quiktrip No 453""",5,16-07-2010,"This place is awesome! Definitely authentic!!!

My two favourite dishes are the rice flour rolls and the chicken pho. The rice flour rolls are always fresh whenever I'm there! And the chicken pho is always flavourful!! mmmm....just thinking of it makes me want some!

My boyfriend is Vietnamese and he agrees that this place is authentic and one of the best Vietnamese restaurants he has ever eaten at.

Prices are very reasonable too!",2,0,1
u0LXt3Uea_GidxRW1xcsfg,Felecia,fdnNZMk1NP7ZhL-YMidMpw,"""Sally Beauty Supply""",1,23-10-2012,"I too have been trying to book an appt to use my voucher - it's been months and countless of phone calls - no response yet.

Agree with the buyers beware warning. I only wish reviews on this place was posted previous to my purchase of this voucher.",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,PFPUMF38-lraKzLcTiz5gQ,"""Impact Auto Glass & Tint""",3,15-09-2010,"Came here with my girlfriends one Sunday afternoon. This place will take a long time to serve your food - as it took them almost an hour to give us our food. So make sure you give yourself lots of time! It is definitely a lazy brunch place!

Definitely recommend the pancakes! Beware of the portion sizes - they are huge!",2,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,oWTn2IzrprsRkPfULtjZtQ,"""Impact Auto Glass & Tint""",3,23-09-2012,"Came here for a burger as one of my friends said they had good burgers and people from work would come by twice a month for a burger run.

Ordered the original was was ok, wasn't as amazing as everyone says it to be. I think the veggie option would have been better.

A little pricy for a take-out burger.",4,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,zgQHtqX0gqMw1nlBZl2VnQ,"""Phoenix Pharmacy""",1,30-10-2012,"really excited to hear of this restaurant coming to Toronto. When it finally opened, my friend and I were really excited to try this place.

Service here is not great, it felt like they had forgotten about us and that they didn't care about the service as everything came out one at a time. My friend and I had each ordered a ginger beer, which came out at two separate times (it was almost as if they had to go in the back and make it themselves - that's how long it took).

There is absolutely no vegetarian options, except for the one cold noodle - the mushroom bun is not vegetarian.

The pork belly bun was nothing special - just a piece of meat with the bun. For my vegetarian friend, we had ordered the bun plain so she could experience it as well, and they literally just gave it to us plain, with no sauce, no kimchi.

The Momofuko ramen was awful. It was bland and mushy. After a few bites, I couldn't handle eating anymore.

Momofuko is not the place to go if you want real ramen. I've had better experience with instant noodles.",9,2,1
u0LXt3Uea_GidxRW1xcsfg,Felecia,28adZ4lsuUeVB2aWzohK9g,"""Liberty""",3,19-10-2012,"was always intrigued of this place when I pass by on the streetcar. Finally decided to try this place out this past summer. Read the reviews and everyone had lots of good things to say.

one of my friends has dietary restrictions and needs to have gluten-free items. When I had called to make the dinner reservation, I had asked and the hostess said, yes, we do have gluten-free items that are not just salads. Just let the server know when you come in.

excited to find another gluten-free place in town, my friends and I show up for the reservation. Upon arrival, the server was really nice and friendly. When we had asked about the gluten-free options, the answer was unfortunately as we do not cook our foods separately, the only gluten-free items are salads. Which was a disppointment to us, as we had specifically asked if there were gluten-free items that weren't salads on the menu.

So we decided to just order a couple of apps and drinks as we have been sitting there for quite some time, and it wasn't the server's fault that there wasn't any gluten-free items (we felt bad to just get up and leave). 

In reading the reviews, everyone thought very highly of the mac and cheese and poutine, we had ordered that to try. It wasn't bad, but not sure what the hype was about. Definitely pretty rich and filling and made for sharing!",1,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,RWGI8u00x5GghYCEzpYrIg,"""Impact Auto Glass & Tint""",4,14-10-2011,"This place reminds of St Lawrence Market in Toronto but more veggies and fruits then seafood.

Fruits and veggies look so good! Too bad we didn't have a kitchen at our hotel room, cause we would have bought and cooked up a storm!!

lots of varieties of apples!",0,0,1
u0LXt3Uea_GidxRW1xcsfg,Felecia,Xy74meQwdTnloAAyRC-4cg,"""Phoenix Pharmacy""",3,01-07-2013,"burgers are very big portions here.

definitely order the onion ring tower to share...

Milkshakes are tasty! My personal favourite - the vanilla one.",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,hjk3ox7w1akbEuOgTJ03Bw,"""Plantation Animal Clinic""",1,10-05-2012,"Food is very bland - not authentic at all.

meant to cater to the customers who have never eaten Vietnamese food before.

Definitely will not be returning!",4,2,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,ZnxudK5ExgpfXs4bicS4IA,"""Phoenix Pharmacy""",3,23-09-2012,"While looking at different restaurants in the area, came upon this restaurant posting and decided to try it, as it is down the street from work.

Not bad when you want something slightly cheaper than Congee Star. It is a mix of chinese and choy suey menu.",0,0,1
u0LXt3Uea_GidxRW1xcsfg,Felecia,Eox_Qq74oaFZ-YjthpHhBw,"""Super Star Car Wash""",3,18-07-2011,"Service is really slow here. I waited for over 25 mins just for takeout. Definitely not worth the wait. However, they seem to have live music Friday nites, so if you are looking for entertainment and food sit-in is probably a lot faster",1,1,1
u0LXt3Uea_GidxRW1xcsfg,Felecia,zxJlg4XCHNoFy78WZPv89w,"""Phoenix Pharmacy""",2,28-09-2011,"a few years ago, this used to be the place to be for bunch. I was really excited to take my boyfriend here to experience one of the ""must visit places in MTL"". Boy were we disappointed!

We had ordered the eggspectation omelette and eggs benedict. The omelette was bland, overcooked. The eggs benedict were ok, but I've had better. The portion size has come down.

Overall, food and service has gone downhill and not worth my time anymore.",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,tOhRQqiupLyJdBJVQMGOEQ,"""Capriotti's Sandwich Shop""",5,23-09-2012,"OMG - Definitely worth going if you are in Montreal!!

And remember to eat it fresh - it is amazing paired with an organic cream cheese. mmmm....",1,1,1
u0LXt3Uea_GidxRW1xcsfg,Felecia,N93EYZy9R0sdlEvubu94ig,"""Cool Springs Golf Center""",3,23-09-2012,"Not sure what the hype is, but decided to give this a try based on all the reviews.

Maybe it was too hyped up, but it wasn't as amazing as I thought it would be. Maybe it was what we had ordered, but it was just ok. We had ordered the kimchi fries, which was kind of like a NY Fries ""the works"". The grilled pork banh mi was ok. 

Will be back to try other stuff, like the bao version and the pork belly.",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,AIUFSIIdCEi3XoRJaxtDLQ,"""Quiktrip No 453""",4,12-04-2016,"Love the selection of winter gear here for my little one!

We are a big fan of the Canadan Pooch line and they carry a variety of jackets and sweaters here. And it's not just for big dogs - they have different sizes to fit all different size dogs.

Good selection of treats and food as well!",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,4_GIJk0tX3k0x0FcUv4sNA,"""Quiktrip No 453""",4,26-07-2010,"Hidden on the east end of the Danforth is a lovely Thai restaurant. Found this restaurant while surfing on Yelp.

Surprisingly this place is pretty big to seat a big group of 12 and still have a few more small tables available. They are mainly a take-out restaurant, as many of the customers came in for take-out, and the service was a little bit slow. However, the food was great and it accommodating for many different people - seafood lovers, vegans, etc.

Definitely recommend the basil fried rice and the fried sole fish with eggplant but for those curry lovers out there, stay away from the roti curry chicken - no curry taste, just coconut favour. But the Roti itself was really good.

Most of the dishes were under $10 - definitely a good deal!

Will be back to try the noodle dishes!",4,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,I8rveLd-dl81u6c8YqAxmw,"""Plantation Animal Clinic""",1,11-05-2012,"If you have not yet tried Wasabi - don't bother.

It's expensive and the food is disgusting. You have to order the sushi at the table, but everything else (i.e. salads, soups, cooked food) you can get up and go get it yourself.

The food is very bland, the sushi does not taste like anything - not even sure if the fish is fresh.

On the weekends, everyone seems to be there for the snow crab legs - if that's what you are coming for, forget it! You have to fight\/wait in-line to get it. It's probably easier to eat it at Mandarin.

If anyone suggests to go there, I highly recommend you go somewhere else!",3,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,a9aW5e731lplWGHUZ02-zQ,"""Quiktrip No 453""",4,09-02-2013,"Decided to try this place after reading the reviews. Was not disappointed. Huge portions and a bit of a long wait. They will take phone orders over the walk ins. So call ahead to order!

Tried the burrito with rice but will be back to try the noodle version!!",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,3E5umUqaU5OZAV3jNLW3kQ,"""Quiktrip No 453""",4,02-11-2017,"Great place to bring dogs! It's really a dog place that you bring your humans :p

As soon as we walked in, my dog was greeted with treats! He was so excited to explore the store...

There are 4 seats that you can sit and have your coffee while your dog lounges in the dog bed in front of you. 

Truth - this really a store for dogs, not so much for humans even though they offer coffee and tea - but just a handful of choices, nothing crazy :) 

The great part is my dog is very picky when it comes to his treats and he really likes the one we had purchased here. Guess we will be back for more...",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,2QCZyAOB6xXKCdyFPvXXmw,"""Peoria Nissan""",4,01-09-2013,"It's 3.5 stars but since I can't give half stars I will give it four.

Cute shop love the concept!

Lots of varieties of cookie but pretty pricy! There are probably about 10 varieties cookies and about seven milk flavours. The banana flavoured milk reminds us of the banana cough syrup we used to drink as a kid!

They do have homemade cookie ice cream sandwiches but the cookie is on the thinner side.",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,Tn8O4tv1U-n0PRC8kbJJPg,"""Capriotti's Sandwich Shop""",4,06-04-2016,"Great place in Chinatown to get banh mi! Just make sure you know what you want as it is really crazy in there and hectic! The ladies behind the counter will harass you until you move along!

Lots of great prepacked food as well, if the sandwich isn't your thing!",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,vyeQzjZFx6KoL2pJBQ2QFA,"""Cafe Presse""",4,16-02-2011,"Very busy place here on a Friday night. Definitely has a queen street feel with the decor. 

Food is a little pricey but not bad. Shrimp tempura appetizer is a good size for sharing. Sweet potato wedges are well paired with the wasabi mayo. 

Rolls are very good. They have a different pink dragon roll that has scallops on the top. Green dragon rolls are definitely a must try. The avocado is very thinly sliced sprinkled with something yummy on top.",0,0,1
u0LXt3Uea_GidxRW1xcsfg,Felecia,D2PmpZYRdRnzL7q4Wprf3Q,"""Carini's Homemade Ice Cream & Gelato""",4,11-09-2014,"cute place on a side street - really only serving the locals around the Woodbine\/Danforth area.

bf ordered a coffee here that he thought was pretty good. they seem to have smoothies and fresh juices as well. and nifty rice bowls. 

will be back to try out the juices and food.

seems to be a quiet place to chill for a couple of hours.",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,7Uti5EeAwm3drG14KVrE3Q,"""Quiktrip No 453""",2,31-03-2010,"Atmosphere for this restaurant is nice but service, not so much. 

Came here for a friend's birthday. Although, we made reservations and checked in a few minutes early, we still had to wait a good 45 minutes before sitting down at our table. When we made the reservations, we were informed we would have to leave a certain time - which we didn't think they would enforce, considering we did not get our table in time. However, they did, and we were not impressed.

The space in the restaurant is also very tight, my boyfriend got hit in the head a few times while sitting at the table.

I had ordered a seafood pasta dish, which was kind of bland (not much flavour). My boyfriend had ordered one of the specials of the night - filet mignon, which also was not up to par.

Overall, I've had better pasta. I'm not sure if it was just the two dishes I had that wasn't up to par, as my other friends did enjoy theirs.",8,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,BmSLyxm8b86dtzwuT7LqBA,"""Quiktrip No 453""",4,03-03-2014,"The loud banging always draws crowds as you walk by and see that the chef is making fresh noodles. Noodles are delicious and you definitely need to make sure you save room in your stomach for this when you come to pacific mall!

After trying a few things on the menu - the true favourite is still the dan dan noodles. There is something about the spicy peanut sauce soup base that makes it so flavourful. Plus when you add their homemade chili oil - it makes it so good.

Because of Sun's dan dan noodles - my bf and I will always order the dan fan noodle whenever we see it on the menu but so far, no one has the same flavour as Sun's. Sun's    is the best we have had!!!",1,0,1
u0LXt3Uea_GidxRW1xcsfg,Felecia,KpFc2FXm7OXLhoKgKDNz2g,"""Plantation Animal Clinic""",4,01-05-2013,"found this bakery while wandering on Queen Street - it was hidden on a side street.

walked inside to check it out and it was very quaint inside. Lots of variety. We had gotten a loaf of Brioche bread - it was so good. Soft and sweet - just the way it should be.

they have lots of other bread that I can't wait to go back and try!",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,l1_S1mfGbEMxfT1f9omhEA,"""Plantation Animal Clinic""",1,16-10-2017,"Terrible service and not so great drinks.

We happen to be in the plaza and saw this place for bubble tea, so we decided to grab a few to go.

First of all, the two menus is located in a very awkward place (one very high up on the wall and one in the corner also by the wall), set up is not really friendly neither can it accommodate a large group of people to look at the menu at the same time.

The menu items itself had different options than your typically bubble tea place. Their specialty are mousse drinks - which we had no idea what exactly it was. So when we asked the staff, they said it was some sort of cheese. 

For a Sunday afternoon, they were also out of grass jelly and pudding, which are ingredients in quite a few of their drinks (so not sure how that works).

The service is really bad, they don't understand English so when you asked them about the menu items, they can't really explain what they are.

We had ordered the following:
- slush mango (came with tapioca and mousse)
- peach ice tea
- roasted oolong milk tea
- supernova kumquat lemonade

And when we asked what the difference between a supernova kumquat lemonade under the galaxy drinks section (which are supposed to be layered drinks), and the kumquat lemonade, they said it had a layer of blue mousse - so we were like ok we will try it then. But what came was just a bigger cup size of the kumquat lemonade. When we asked them again, they said it was just a size difference, that's what makes it supernova - which is pretty dumb to me as on the menu both items had the same two size choices of regular or large. 

The mango slush and the roasted oolong milk tea wasn't bad. But the other two was not that great. The tea had a big floral taste that overpowered everything. There was no peach taste in the peach ice tea. The kumquat one had no kumquat taste and was just bitter from the lime and it tasted like it had no sugar in it at all.

I guess if you need a non-busy place to use WIFI and work, then this is the place, no one wants to come here.

Also - their gimmick also seems to be the lightbulb drinks, which were intriguing to us, but you are not allowed to take the lightbulb home...

We will definitely not be returning...",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,TrOgTZ0DfmQxvpTehiNibQ,"""Capriotti's Sandwich Shop""",1,10-05-2011,"worse customer service ever. 
Manager on duty was rude. She didn't care that I had negative feelings about this place when I said that I would never come back again!
Restaurant has gone downhill since they renovated!!",11,5,5
u0LXt3Uea_GidxRW1xcsfg,Felecia,pZ1quwXnYozLIZIVABojhw,"""Impact Auto Glass & Tint""",4,23-09-2012,"My boyfriend took me here for my birthday. At first, I wasn't impress that it was a 45 mins wait, however my BF really wanted to try this piece, so we decided to wait.

It was definitely different and worth the wait. 

We started off with the House Cured Meat - it was good - but definitely too much for just 2 people to share (and no need to order the extra bread if it's only two people).

Next came the roasted bone marrow - which is amazing and definitely worth ordering. Had we not ordered so many other dishes, we would have ordered a second round of this. Who knew bone marrow could be this tasty!!

Then came the Spicy Horse Tartare, which we thought was intriguing, as we have never heard, so we had ordered it. When it showed up, it was like a salad. Wasn't bad, worth trying but probably only a one-time thing for us.

Tongue on Brioche is definitely another worth ordering. it is a sandwich that tasted like a Montreal smoked meat sandwich. SO GOOD that it melts in your mouth - so soft and tender. If it wasn't because we had ordered so much food and this was the last main course that showed up, we would have devoured it.

For dessert, we had ordered the Foie and Nutella, as we thought this was very interesting. It was good, but after 4 dishes already, this was just a little too rich. It came with banana bread that was really good.

Overall, definitely worth the try! Just make sure you bring cash =)",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,Uq-GOs9_IqweUsB5MdII9w,"""Fresh & Easy""",4,21-08-2014,"OMG - came here with some friends for Brunch and wow!

We did have to wait for about 30 mins for a table for 4 (but it was later in the day). 

Looking at their menu,  we wanted to try everything! the French toast, the strawberry shortcakes..donuts (they were sold out by the time we got there).

but we wind up only ordering two things: 

the classic - 2 eggs any style, house cured bacon or sage and onion sausage, crispy griddled red skin potatoes with sea salt and thyme. Served with toast of your choice. Upgrade your toast to a buttermilk biscuit 

Emma's Benny - Warm and fluffy buttermilk biscuit topped with house cured peameal bacon, poached eggs and smothered in mousselline sauce. Served with a side of griddled red skin potatoes.

big portions - really good!

if you want the benny, make sure you asked them if they still have it as they tend to sell out quick - I had ordered the last one of the day!!!",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,3vs6rARRBm-O99y4bryilw,"""Quiktrip No 453""",4,20-08-2012,"Great Japanese restaurant in the Bloor and Church area. Been coming here since the first opened years ago.

Food has always been good and fresh. However, if you are here for lunch, it will take an hour and make sure you come a few minutes earlier otherwise it may be a long wait as it is small inside!",2,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,kRdzgq-hr3amtTkQR-U7dw,"""Plantation Animal Clinic""",4,01-05-2013,"they have some pretty interesting things here!

definitely a one-stop shop for cheese and bread =p

also carry a variety of pates that are pretty tasty!",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,vcxvQyAggPqxcHwvJXvjGg,"""OfficeTeam""",4,04-01-2017,"Love this place!

The cakes are delicious but really rich! They have cute cupcakes and lots of macaroons. 

The best part - they now have a gluten free chocolate cake - which hubby and I think is better than the regular cake!",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,DKiRDPtQ5cTN-eX1oEgA9w,"""Carini's Homemade Ice Cream & Gelato""",3,04-01-2017,"It's a pub... nice and clean one.

Came here to grab some food with the girls since the Thai place below was an hour wait. We stuck with the normal pub food: burgers, fries and grilled cheese sandwich.

The burger presentation was great - it comes with fries and some onion rings piled on top. It was a decent burger.

Girlfriend got the grilled cheese sandwich with bacon - which she said was good.

When looking at the menu - there are so many options to choose from... especially with the pictures they include. The only thing is the pictures always look better then the real thing. The Sheppard's pie looked so yummy but when we saw another table get it, it didn't look so appealing.",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,I44P6Pfoey2pArOhhx2RnA,"""Plantation Animal Clinic""",4,17-10-2017,"Cute little hole in the wall place. Two entrances, one by a side street by an apartment building and the other side of the entrance in the mall.

They had lunch specials that are applicable on the weekend, so we ordered:
- chirashi
- salmon teriyaki
- kalbi
- chicken katsu
- dynamic \/ california roll

All was very good and very fresh! 

Definitely recommend it and will be coming back!",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,zkU-WMio8g6dpRJ2Y2xqvQ,"""Phoenix Pharmacy""",4,04-01-2017,"Came here for dim sum - it's one of those mark on a sheet to order.

The dim sum here is pretty decent and tasty. It can get a bit pricey, but other reviews say if you come early (before 10:45am) you can get all sizes for the same price. 

Definitely order from the dessert section - they have some pretty unique and tasty options.",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,P-nqq5kOv2wV2mB5To5elQ,"""Impact Auto Glass & Tint""",2,15-09-2010,"Opened by Pickle Barrel, Glow is meant to be this new healthy eating restaurant that ensures you do not over indulge on certain foods. They have burgers that are served bunless and a side of salad - so make sure you read the fine print prior to order to ensure you get what you want.

The food is ok, not memorable. The atmosphere and decor is beautiful. And the service was not bad - after hearing all the horror stories I thought we would be getting terrible service.

They also have these 100 calories shooter glass desserts that are cute, but also not memorable in taste.

I think this place is probably good for a drink (for the atmosphere and decor), but not so much for their food.",1,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,FQr_scgz9a4sXTdRS4d3mg,"""Sally Beauty Supply""",3,15-06-2015,"Nice place by Cumberland place. After we had sat down, we were given two HUGE blown up pitas. So we had ordered the eggplant dip to go with it. It had a nice smoked flavour to it but not even garlic taste for my liking so it was just a-ok.

Ordered a chicken shawarma and a mango strawberry juice. The juice was yummy and would definitely order it again! The shawarma - I'm not sure about it. The meat wasn't as tasty as I thought it would be. Maybe I need to try the falafel instead next time.",0,0,1
u0LXt3Uea_GidxRW1xcsfg,Felecia,3RlylOY452bA8rwliPUeUQ,"""Quiktrip No 453""",4,04-01-2017,"My sister loves this place! Probably comes by once a week, once every two weeks!

The hot pot for two is a great deal! Lots of food that can probably feed 3 (assuming you aren't  huge eaters - just regular eaters).

When it's not hot pot time, my sister says they have really good Hot Stone Bibimbap - which is what she typically gets.",1,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,SCklYa_jhihWAcfIn-_chg,"""Barrio Fiesta - The Original""",4,31-03-2010,"Long line ups for Sunday brunch - but so worth it!

The baked French Toast is amazing!! Very big portion though!

The butter tart was definitely the best butter tart I've ever had.

Note: it is a very small cafe, not good for large groups.",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,lRwpFFaFr3QQ5fGHkk3eXQ,"""Plantation Animal Clinic""",4,31-03-2010,"Stumbled upon this one day - thought I would give it a try.

Typical sushi place - sushi was pretty good. Price is decent.

Party trays are decent. =)",1,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,AF_VU15nNsqIg7-y9uiQug,"""Quiktrip No 453""",2,06-01-2011,"Went with my friend as we had purchased the Groupon back in April. Before the Groupon, reviews were pretty good for this place. But not sure if it is because of the amount of Groupons they sold, their service and attitude has gone downhill.

We were a little late for our appt, but we had called ahead to notify them (only to get the answering machine). When we got there, the receptionist was rude and said, typically we don't take appts that are this late, as we are booked back to back, but this time we will take you in. And when we looked around the salon, there was only 2 other people getting their nails done.

The two girls that did our nails were really nice. My friend kept smudging her almost dried nails, so they had fixed it for her twice.

At the end of the day, we had to pay the $1.25 HST on top of the tips.

Overall, we would not go back again.",1,0,1
u0LXt3Uea_GidxRW1xcsfg,Felecia,IBZ6e3P0OqcPXVjvGlpueQ,"""Plantation Animal Clinic""",4,23-09-2012,"Fish is good, really good. Love how you could have so many different options for fish choices. Chips is only ok. Onion rings are not the same as the regular onions, a little too crispy.

I had ordered the house organic batter mahi mahi - very light, not really heavy. Creamy coleslaw is flavourless. Shared the O.T.H Poutine which was ok but not for me. Will go back to try the pull pork or duck confit one. 

Good for gluten free. =)",0,0,0
u0LXt3Uea_GidxRW1xcsfg,Felecia,806kkDGaRCJ4lZLRcEf-iw,"""Quiktrip No 453""",1,28-09-2011,"after reading the reviews on yelp, my boyfriend and i decided to give this place a try, especially since we are on a mission to try ramen in every city we visit.

we were really excited, as when we were in NYC, we had really good ramen. 

listening to the reviews we started off with the gyoza appetizer - which was not as good as everyone says it is. It was pan fried with the thin layer of skin, but there was an aftertaste of soap water. Which I should have known, since the glass of water they served us was disgusting!

We had ordered the jumbo sumo ramen - beware, it is a very big bowl of noodles, which we did not expect.

The sumo ramen came with a half boil egg, seaweed, pork belly, and other veggies. The noodles and pork belly was good. Soup was tasteless.

Definitely would not go back again.",1,0,0
